shipment_id,date,origin_city,origin_state,destination_city,destination_state,destination_zip,carrier,service_level,weight_lbs,units,residential,special_handling
PLG-5002586,2026-01-01,Denver,CO,Pocatello,ID,83201,Peak Logistics,Standard,2934.9,,FALSE,
PLG-7437584,2026-01-02,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,113.2,,FALSE,
PLG-3799538,2026-01-03,Denver,CO,Pueblo,CO,81001,Peak Logistics,Standard,1563.5,,FALSE,
PLG-1160783,2026-01-04,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,433.8,,FALSE,
PLG-9249791,2026-01-05,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,1956.2,,FALSE,
PLG-5900455,2026-01-06,Denver,CO,Pueblo,CO,81001,Peak Logistics,Standard,606.6,,FALSE,
PLG-9309978,2026-01-07,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,753.8,,FALSE,
PLG-1698108,2026-01-08,Denver,CO,Colorado Springs,CO,80901,Peak Logistics,Standard,909,,FALSE,
PLG-5152891,2026-01-09,Denver,CO,Idaho Falls,ID,83401,Peak Logistics,Standard,1939.4,,FALSE,
PLG-2969410,2026-01-10,Denver,CO,Colorado Springs,CO,80901,Peak Logistics,Standard,1050.7,,FALSE,
PLG-8183451,2026-01-11,Denver,CO,Casper,WY,82601,Peak Logistics,Standard,388.2,,FALSE,
PLG-9930189,2026-01-12,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,1765.7,,FALSE,
PLG-9630451,2026-01-13,Denver,CO,Laramie,WY,82070,Peak Logistics,Standard,484.9,,FALSE,
PLG-1994652,2026-01-14,Denver,CO,Great Falls,MT,59401,Peak Logistics,Standard,719.2,,FALSE,
PLG-5153279,2026-01-15,Denver,CO,Great Falls,MT,59401,Peak Logistics,Standard,433.4,,FALSE,
PLG-8583162,2026-01-16,Denver,CO,Idaho Falls,ID,83401,Peak Logistics,Standard,1350.8,,FALSE,
PLG-8628527,2026-01-17,Denver,CO,Colorado Springs,CO,80901,Peak Logistics,Standard,1655,,FALSE,
PLG-7009980,2026-01-18,Denver,CO,Billings,MT,59101,Peak Logistics,Standard,1856.2,,FALSE,Redelivery
PLG-6416778,2026-01-19,Denver,CO,Provo,UT,84601,Peak Logistics,Standard,2006.4,,FALSE,
PLG-1812172,2026-01-20,Denver,CO,Pocatello,ID,83201,Peak Logistics,Standard,716.5,,FALSE,
PLG-8177281,2026-01-21,Denver,CO,Pueblo,CO,81001,Peak Logistics,Standard,458.4,,FALSE,
PLG-2565985,2026-01-22,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,2530.1,,FALSE,
PLG-4928281,2026-01-23,Denver,CO,Pocatello,ID,83201,Peak Logistics,Standard,353.8,,FALSE,Appointment Delivery
PLG-8466983,2026-01-24,Denver,CO,Colorado Springs,CO,80901,Peak Logistics,Standard,503.3,,FALSE,Liftgate
PLG-7426846,2026-01-25,Denver,CO,Cheyenne,WY,82001,Peak Logistics,Standard,1981.3,,FALSE,Liftgate
PLG-3233823,2026-01-26,Denver,CO,Colorado Springs,CO,80901,Peak Logistics,Standard,213.1,,FALSE,
PLG-4574477,2026-01-27,Denver,CO,Casper,WY,82601,Peak Logistics,Standard,306.8,,FALSE,Liftgate
