shipment_id,date,origin_city,origin_state,destination_city,destination_state,destination_zip,carrier,service_level,weight_lbs,units,residential,special_handling
PLG-5446344,2025-11-01,Denver,CO,Pueblo,CO,81001,Peak Logistics,Standard,118.3,,FALSE,
PLG-7375499,2025-11-02,Denver,CO,Pueblo,CO,81001,Peak Logistics,Standard,1830.3,,FALSE,
PLG-5821419,2025-11-03,Denver,CO,Great Falls,MT,59401,Peak Logistics,Standard,1690,,FALSE,Liftgate
PLG-2686231,2025-11-04,Denver,CO,Great Falls,MT,59401,Peak Logistics,Standard,500.7,,FALSE,
PLG-7288789,2025-11-05,Denver,CO,Cheyenne,WY,82001,Peak Logistics,Standard,2123.2,,FALSE,
PLG-7418028,2025-11-06,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,1383.3,,FALSE,Liftgate
PLG-1157662,2025-11-07,Denver,CO,Casper,WY,82601,Peak Logistics,Standard,1355.8,,FALSE,
PLG-6797629,2025-11-08,Denver,CO,Idaho Falls,ID,83401,Peak Logistics,Standard,2959.6,,FALSE,
PLG-4342306,2025-11-09,Denver,CO,Billings,MT,59101,Peak Logistics,Standard,1122.3,,FALSE,
PLG-5953150,2025-11-10,Denver,CO,Billings,MT,59101,Peak Logistics,Standard,220.1,,FALSE,
PLG-1822825,2025-11-11,Denver,CO,Pueblo,CO,81001,Peak Logistics,Standard,309.6,,FALSE,
PLG-6910964,2025-11-12,Denver,CO,Great Falls,MT,59401,Peak Logistics,Standard,1837.7,,FALSE,
PLG-3294774,2025-11-13,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,1547.6,,FALSE,
PLG-2512187,2025-11-14,Denver,CO,Grand Junction,CO,81501,Peak Logistics,Standard,250.5,,FALSE,
PLG-7138070,2025-11-15,Denver,CO,Billings,MT,59101,Peak Logistics,Standard,747.7,,FALSE,
PLG-5951651,2025-11-16,Denver,CO,Cheyenne,WY,82001,Peak Logistics,Standard,910.1,,FALSE,
PLG-4785186,2025-11-17,Denver,CO,Pocatello,ID,83201,Peak Logistics,Standard,1172.8,,FALSE,
PLG-1233516,2025-11-18,Denver,CO,Idaho Falls,ID,83401,Peak Logistics,Standard,3193,,FALSE,
PLG-7232293,2025-11-19,Denver,CO,Colorado Springs,CO,80901,Peak Logistics,Standard,1535,,FALSE,
PLG-4713925,2025-11-20,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,1480.8,,FALSE,
PLG-6106390,2025-11-21,Denver,CO,Idaho Falls,ID,83401,Peak Logistics,Standard,2450.5,,FALSE,Redelivery
PLG-8031780,2025-11-22,Denver,CO,Salt Lake City,UT,84101,Peak Logistics,Standard,439.2,,FALSE,
PLG-5693260,2025-11-23,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,3067.3,,FALSE,
PLG-7162857,2025-11-24,Denver,CO,Cheyenne,WY,82001,Peak Logistics,Standard,246.3,,FALSE,
PLG-8628891,2025-11-25,Denver,CO,Cheyenne,WY,82001,Peak Logistics,Standard,180.5,,FALSE,
PLG-5086407,2025-11-26,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,1355.9,,FALSE,
PLG-4909069,2025-11-27,Denver,CO,Great Falls,MT,59401,Peak Logistics,Standard,426.3,,FALSE,
PLG-3180906,2025-11-28,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,1379.2,,FALSE,
PLG-4991829,2025-11-01,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,429.9,,FALSE,
PLG-2066326,2025-11-02,Denver,CO,Colorado Springs,CO,80901,Peak Logistics,Standard,75.1,,FALSE,
PLG-1727544,2025-11-03,Denver,CO,Cheyenne,WY,82001,Peak Logistics,Standard,667.1,,FALSE,
PLG-7738019,2025-11-04,Denver,CO,Provo,UT,84601,Peak Logistics,Standard,329.5,,FALSE,
PLG-2101965,2025-11-05,Denver,CO,Colorado Springs,CO,80901,Peak Logistics,Standard,1818.3,,FALSE,Appointment Delivery
PLG-9901266,2025-11-06,Denver,CO,Laramie,WY,82070,Peak Logistics,Standard,1312.9,,FALSE,
PLG-4607488,2025-11-07,Denver,CO,Laramie,WY,82070,Peak Logistics,Standard,661.2,,FALSE,
PLG-6243691,2025-11-08,Denver,CO,Fort Collins,CO,80521,Peak Logistics,Standard,1737.5,,FALSE,
